DEB;Debrecen;Hungary
DEC;Decatur;United States
DED;Dehradun;India
DEL;Indira Gandhi Intl;India
DEM;Dembidollo Airport;Ethiopia
DEN;Denver Intl;United States
DES;Desroches;Seychelles
DET;Coleman A Young Muni;United States
DEZ;Deir Zzor;Syria
DFW;Dallas Fort Worth Intl;United States
DGO;Durango Intl;Mexico
DGT;Dumaguete;Philippines
DHA;King Abdulaziz Ab;Saudi Arabia
DHI;Dhangarhi;Nepal
DHN;Dothan Rgnl;United States
DHR;De Kooy;Netherlands
DHT;Dalhart Muni;United States
DIE;Arrachart;Madagascar
DIG;Diqing Airport;China
DIJ;Longvic;France
DIL;Presidente Nicolau Lobato Intl;East Timor
DIN;Dien Bien Phu Airport;Vietnam
DIR;Dire Dawa Intl;Ethiopia
DIS;Loubomo Airport;Congo (Brazzaville)
DIU;Diu Airport;India
DIY;Diyarbakir;Turkey
DJB;Sultan Thaha;Indonesia
DJE;Zarzis;Tunisia
DJG;Tiska;Algeria
DJJ;Sentani;Indonesia
DJO;Daloa;Cote d'Ivoire
DKR;Leopold Sedar Senghor Intl;Senegal
DLA;Douala;Cameroon
DLC;Zhoushuizi;China
DLE;Tavaux;France
DLF;Laughlin Afb;United States
DLG;Dillingham;United States
DLH;Duluth Intl;United States
DLI;Dalat;Vietnam
DLM;Dalaman;Turkey
DLU;Dali;China
DLX;Semipalatinsk Airport;Kazakhstan
DLY;Dillon's Bay Airport;Vanuatu
DLZ;Dalanzadgad Airport;Mongolia
DMA;Davis Monthan Afb;United States
DMB;Taraz;Kazakhstan
DMD;Doomadgee Airport;Australia
DME;Domodedovo;Russia
DMK;Don Muang Intl;Thailand
DMM;King Fahd Intl;Saudi Arabia
DMU;Dimapur Airport;India
DNA;Kadena Ab;Japan
DND;Dundee;United Kingdom
DNH;Dunhuang Airport;China
DNK;Dnipropetrovsk Intl;Ukraine
DNM;Shark Bay Airport;Australia
DNP;Tulsipur;Nepal
DNR;Pleurtuit;France
DNZ;Cardak;Turkey
DOD;Dodoma;Tanzania
DOG;Dongola;Sudan
DOH;Doha Intl;Qatar
DOK;Donetsk Intl;Ukraine
DOL;St Gatien;France
DOM;Melville Hall;Dominica
DOP;Dolpa;Nepal
DOV;Dover Afb;United States
DOY;Dongying Airport;China
DPA;Dupage;United States
DPL;Dipolog;Philippines
DPO;Devonport Airport;Australia
DPS;Bali Ngurah Rai;Indonesia
DRI;Beauregard Rgnl;United States
DRO;Durango La Plata Co;United States
DRS;Dresden;Germany
DRT;Del Rio Intl;United States
DRW;Darwin Intl;Australia
DSE;Combolcha Airport;Ethiopia
DSK;Dera Ismael Khan Airport;Pakistan
DSM;Des Moines Intl;United States
DTD;Datadawai Airport;Indonesia
DTM;Dortmund;Germany
DTW;Detroit Metro Wayne Co;United States
DUB;Dublin;Ireland
DUD;Dunedin;New Zealand
DUE;Dundo Airport;Angola
DUG;Bisbee Douglas Intl;United States
DUH;Oudtshoorn;South Africa
DUJ;DuBois Regional Airport;United States
DUM;Pinang Kampai;Indonesia
DUR;Durban Intl;South Africa
DUS;Dusseldorf;Germany
DUT;Unalaska;United States
DVO;Francisco Bangoy International;Philippines
DWB;Soalala Airport;Madagascar
DWD;Dawadmi Domestic Airport;Saudi Arabia
DWH;David Wayne Hooks Field;United States
DWS;Orlando;United States
DXB;Dubai Intl;United Arab Emirates
DYG;Dayong Airport;China
DYR;Ugolny Airport;Russia
DYS;Dyess Afb;United States
DYU;Dushanbe;Tajikistan
DZA;Dzaoudzi Pamandzi;Mayotte
DZH;Zhezkazgan;Kazakhstan
DZN;Zhezkazgan Airport;Kazakhstan
EAE;Sangafa Airport;Vanuatu
EAM;Nejran;Saudi Arabia
EAR;Kearney Municipal Airport;United States
EAS;San Sebastian;Spain
EAU;Chippewa Valley Regional Airport;United States
EBA;Marina Di Campo;Italy
EBB;Entebbe Intl;Uganda
EBD;El Obeid;Sudan
EBJ;Esbjerg;Denmark
EBL;Erbil Intl;Iraq
EBM;El Borma;Tunisia
EBU;Boutheon;France
ECA;El Calafate;Argentina
ECG;Elizabeth City Cgas Rgnl;United States
ECN;Ercan International Airport;Cyprus
EDF;Elmendorf Afb;United States
EDI;Edinburgh;United Kingdom
EDL;Eldoret Intl;Kenya
EDM;Les Ajoncs;France
EDO;Balikesir Korfez Airport;Turkey
EDR;Pormpuraaw Airport;Australia
EDW;Edwards Afb;United States
EFD;Ellington Fld;United States
EFL;Kefallinia;Greece
EGC;Roumaniere;France
EGE;Eagle Co Rgnl;United States
EGO;Belgorod International Airport;Russia
EGS;Egilsstadir;Iceland
EHL;El Bolson;Argentina
EHM;Cape Newenham Lrrs;United States
EIE;Yeniseysk Airport;Russia
EIL;Eielson Afb;United States
EIN;Eindhoven;Netherlands
EIS;Terrance B Lettsome Intl;British Virgin Islands
EJA;Yariguies;Colombia
EJH;Wejh;Saudi Arabia
EKN;Elkins Randolph Co Jennings Randolph;United States
EKO;Elko Regional Airport;United States
ELC;Elcho Island Airport;Australia
ELD;South Arkansas Rgnl At Goodwin Fld;United States
ELE;EL Real Airport;Panama
ELF;El Fashir;Sudan
ELG;El Golea;Algeria
ELH;North Eleuthera;Bahamas
ELM;Elmira Corning Rgnl;United States
ELP;El Paso Intl;United States
ELQ;Gassim;Saudi Arabia
ELS;East London;South Africa
ELT;El Tor;Egypt
ELU;Guemar Airport;Algeria
EMA;Nottingham East Midlands;United Kingdom
EMD;Emerald;Australia
EME;Emden;Germany
EMN;Nema;Mauritania
ENA;Kenai Muni;United States
ENC;Essey;France
END;Vance Afb;United States
ENE;H Hasan Aroeboesman;Indonesia
ENF;Enontekio;Finland
ENH;Enshi Airport;China
ENI;El Nido Airport;Philippines
ENK;St Angelo;United Kingdom
ENS;Twenthe;Netherlands
ENU;Enugu;Nigeria
ENV;Wendover;United States
ENY;Yan'an Airport;China
EOH;Olaya Herrera;Colombia
EOI;Eday Airport;United Kingdom
EPL;Mirecourt;France
EPR;Esperance Airport;Australia
EPU;Parnu;Estonia
EQS;Esquel;Argentina
ERC;Erzincan;Turkey
ERF;Erfurt;Germany
ERH;Moulay Ali Cherif;Morocco
ERI;Erie Intl Tom Ridge Fld;United States
ERS;Eros Airport;Namibia
ERZ;Erzurum;Turkey
ESB;Esenboga;Turkey
ESE;Ensenada;Mexico
ESF;Esler Rgnl;United States
ESH;Shoreham;United Kingdom
ESK;Eskisehir;Turkey
ESL;Elista Airport;Russia
ESM;General Rivadeneira Airport;Ecuador
ESS;Essen Mulheim;Germany
ESU;Mogador Airport;Morocco
ETH;Eilat;Israel
ETZ;Metz Nancy Lorraine;France
EUA;Kaufana Airport;Tonga
EUG;Mahlon Sweet Fld;United States
EUN;Hassan I Airport;Western Sahara
EUX;F D Roosevelt;Netherlands Antilles
EVE;Evenes;Norway
EVG;Sveg;Sweden
EVN;Zvartnots;Armenia
EVV;Evansville Regional;United States
EWB;New Bedford Regional Airport;United States
EWD;Wadi Al Dawasir Airport;Saudi Arabia
EWN;Craven Co Rgnl;United States
EWR;Newark Liberty Intl;United States
EXT;Exeter;United Kingdom
EYW;Key West Intl;United States
EZE;Ministro Pistarini;Argentina
EZS;Elazig;Turkey
FAA;Faranah;Guinea
FAB;Farnborough;United Kingdom
FAE;Vagar;Faroe Islands
FAF;Felker Aaf;United States
FAI;Fairbanks Intl;United States
FAJ;Diego Jimenez Torres;Puerto Rico
FAN;Lista;Norway
FAO;Faro;Portugal
FAR;Hector International Airport;United States
FAT;Fresno Yosemite Intl;United States
FAV;Fakarava;French Polynesia
FAY;Fayetteville Regional Grannis Field;United States
FBD;Faizabad Airport;Afghanistan
FBK;Ladd Aaf;United States
FBM;Lubumbashi Intl;Congo (Kinshasa)
FBU;Fornebu;Norway
FCA;Glacier Park Intl;United States
FCO;Fiumicino;Italy
FCS;Butts Aaf;United States
FDE;Forde Bringeland;Norway
FDF;Le Lamentin;Martinique
FDH;Friedrichshafen;Germany
FDU;Bandundu;Congo (Kinshasa)
FEG;Fergana Airport;Uzbekistan
FEL;Furstenfeldbruck;Germany
FEN;Fernando De Noronha;Brazil
FEZ;Saiss;Morocco
FFD;Fairford;United Kingdom
FFO;Wright Patterson Afb;United States
FHU;Sierra Vista Muni Libby Aaf;United States
FIE;Fair Isle Airport;United Kingdom
FIG;Fria;Guinea
FIH;Ndjili Intl;Congo (Kinshasa)
FJR;Fujairah Intl;United Arab Emirates
FKB;Baden Airpark;Germany
FKI;Kisangani Simisini;Congo (Kinshasa)
FKL;Franklin;United States
FKQ;Fak Fak;Indonesia
FKS;Fukushima Airport;Japan
FLA;Gustavo Artunduaga Paredes;Colombia
FLG;Flagstaff Pulliam Airport;United States
FLL;Fort Lauderdale Hollywood Intl;United States
FLN;Hercilio Luz;Brazil
FLO;Florence Rgnl;United States
FLR;Firenze;Italy
FLS;Flinders Island Airport;Australia
FLV;Sherman Aaf;United States
FLW;Flores;Portugal
FMA;Formosa;Argentina
FME;Tipton;United States
FMH;Otis Angb;United States
FMI;Kalemie;Congo (Kinshasa)
FMM;Memmingen Allgau;Germany
FMN;Four Corners Rgnl;United States
FMO;Munster Osnabruck;Germany
FMY;Page Fld;United States
FNA;Freetown Lungi;Sierra Leone
FNC;Madeira;Portugal
FNI;Garons;France
FNJ;Pyongyang Intl;Korea
FNL;Fort Collins Loveland Muni;United States
FNT;Bishop International;United States
FOA;Foula Airport;United Kingdom
FOC;Changle;China
FOD;Fort Dodge Rgnl;United States
FOE;Forbes Fld;United States
FOG;Gino Lisa;Italy
FOK;Francis S Gabreski;United States
FOM;Foumban Nkounja;Cameroon
FOR;Pinto Martins Intl;Brazil
FPO;Grand Bahama Intl;Bahamas
FRA;Frankfurt Main;Germany
FRE;Fera/Maringe Airport;Solomon Islands
FRI;Marshall Aaf;United States
FRL;Forli;Italy
FRN;Bryant Ahp;United States
FRO;Floro;Norway
FRS;Mundo Maya International;Guatemala
FRU;Manas;Kyrgyzstan
FRW;Francistown;Botswana
FSC;Sud Corse;France
FSD;Sioux Falls;United States
FSI;Henry Post Aaf;United States
FSM;Fort Smith Rgnl;United States
FSP;St Pierre;Saint Pierre and Miquelon
FST;Fort Stockton Pecos Co;United States
FTA;Futuna Airport;Vanuatu
FTE;El Calafate;Argentina
FTK;Godman Aaf;United States
FTU;Tolagnaro;Madagascar
FTW;Fort Worth Meacham Intl;United States
FTX;Owando;Congo (Kinshasa)
FUE;Fuerteventura;Spain
FUJ;Fukue;Japan
FUK;Fukuoka;Japan
FUN;Funafuti International;Tuvalu
FUT;Pointe Vele Airport;Wallis and Futuna
FWA;Fort Wayne;United States
FXE;Fort Lauderdale Executive;United States
FYT;Faya Largeau;Chad
FYU;Fort Yukon;United States
FYV;Drake Fld;United States
FZO;Bristol Filton;United Kingdom
GAE;Gabes;Tunisia
GAF;Gafsa;Tunisia
GAJ;Yamagata;Japan
GAL;Edward G Pitka Sr;United States
GAN;Gan Island Airport;Maldives
GAO;Mariana Grajales;Cuba
GAQ;Gao;Mali
GAU;Lokpriya Gopinath Bordoloi International Airport;India
GAX;Gamba;Gabon
GAY;Gaya;India
GBE;Sir Seretse Khama Intl;Botswana
GBJ;Les Bases Airport;Guadeloupe
GCC;Gillette-Campbell County Airport;United States
GCE;Gode;Ethiopia
GCI;Guernsey;Guernsey
GCJ;Grand Central;South Africa
GCK;Garden City Rgnl;United States
GCM;Owen Roberts Intl;Cayman Islands
GCN;Grand Canyon National Park Airport;United States
GDA;Gounda Airport;Central African Republic
GDE;Gode Airport;Ethiopia
GDL;Don Miguel Hidalgo Y Costilla Intl;Mexico
GDN;Lecha Walesy;Poland
GDQ;Gondar;Ethiopia
GDT;JAGS McCartney International Airport;Turks and Caicos Islands
GDX;Sokol;Russia
GEA;Magenta;New Caledonia
GEG;Spokane Intl;United States
GEL;Santo Angelo;Brazil
GEO;Cheddi Jagan Intl;Guyana
GER;Rafael Cabrera;Cuba
GES;General Santos International Airport;Philippines
GET;Geraldton Airport;Australia
GEV;Gallivare;Sweden
GFF;Griffith Airport;Australia
GFK;Grand Forks Intl;United States
GGG;East Texas Rgnl;United States
GGS;Gobernador Gregores Airport;Argentina
GGT;Exuma Intl;Bahamas
GGW;Wokal Field Glasgow International Airport;United States
GHA;Noumerat;Algeria
GHB;Governors Harbour;Bahamas
GHF;Giebelstadt Aaf;Germany
GHT;Ghat;Libya
GHU;Gualeguaychu;Argentina
GIB;Gibraltar;Gibraltar
GIC;Boigu Airport;Australia
GIG;Galeao Antonio Carlos Jobim;Brazil
GIL;Gilgit;Pakistan
GIS;Gisborne;New Zealand
GIZ;King Abdullah Bin Abdulaziz;Saudi Arabia
GJA;Guanaja;Honduras
GJL;Jijel;Algeria
GJT;Grand Junction Regional;United States
GKA;Goroka;Papua New Guinea
GKE;Geilenkirchen;Germany
GKN;Gulkana;United States
GLA;Glasgow;United Kingdom
GLD;Renner Fld;United States
GLF;Golfito;Costa Rica
GLH;Mid Delta Regional Airport;United States
GLJ;La Jagua Airport;Colombia
GLK;Galcaio Airport;Somalia
GLO;Gloucestershire;United Kingdom
GLS;Scholes Intl At Galveston;United States
GLT;Gladstone Airport;Australia
GMA;Gemena;Congo (Kinshasa)
GMB;Gambella;Ethiopia
GME;Gomel;Belarus
GMI;Gasmata Island Airport;Papua New Guinea
GMP;Gimpo;South Korea
GMR;Totegegie;French Polynesia
GMZ;La Gomera Airport;Spain
GNA;Hrodno Airport;Belarus
GNB;Saint Geoirs;France
GND;Point Salines Intl;Grenada
GNI;Lyudao;Taiwan
GNS;Binaka;Indonesia
GNT;Grants Milan Muni;United States
GNV;Gainesville Rgnl;United States
GNZ;Ghanzi Airport;Botswana
GOA;Genova Sestri;Italy
GOH;Nuuk;Greenland
GOI;Goa;India
GOJ;Strigino;Russia
GOM;Goma;Congo (Kinshasa)
GON;Groton New London;United States
GOQ;Golmud Airport;China
GOR;Gore Airport;Ethiopia
GOT;Landvetter;Sweden
GOU;Garoua;Cameroon
GOV;Gove Airport;Australia
GOY;Amparai;Sri Lanka
GOZ;Gorna Oryahovitsa;Bulgaria
GPA;Araxos;Greece
GPI;Juan Casiano;Colombia
GPS;Seymour;Ecuador
GPT;Gulfport-Biloxi;United States
GRB;Austin Straubel Intl;United States
GRF;Gray Aaf;United States
GRI;Central Nebraska Regional Airport;United States
GRJ;George;South Africa
GRK;Robert Gray Aaf;United States
GRO;Girona;Spain
GRQ;Eelde;Netherlands
GRR;Gerald R Ford Intl;United States
GRS;Grosseto;Italy
GRU;Guarulhos Gov Andre Franco Montouro;Brazil
GRV;Grozny Airport;Russia
GRW;Graciosa;Portugal
GRX;Armilla;Spain
GRZ;Graz;Austria
GSB;Seymour Johnson Afb;United States
GSE;Save;Sweden
GSM;Gheshm Airport;Iran
GSO;Piedmont Triad;United States
GSP;Greenville-Spartanburg International;United States
GST;Gustavus Airport;United States
GTA;Gatokae Airport;Solomon Islands
GTB;Wheeler Sack Aaf;United States
GTE;Groote Eylandt Airport;Australia
GTF;Great Falls Intl;United States
GTN;Mount Cook;New Zealand
GTO;Jalaluddin;Indonesia
GTR;Golden Triangle Regional Airport;United States
GUA;La Aurora;Guatemala
GUB;Guerrero Negro Airport;Mexico
GUC;Gunnison;United States
GUI;Guiria;Venezuela
GUM;Guam Intl;Guam
GUP;Gallup Muni;United States
GUQ;Guanare;Venezuela
GUR;Gurney Airport;Papua New Guinea
GUS;Grissom Arb;United States
GUT;Gutersloh;Germany
GUW;Atyrau;Kazakhstan
GVA;Geneva Cointrin;Switzerland
GVT;Majors;United States
GVX;Gavle;Sweden
GWD;Gwadar;Pakistan
GWE;Gweru Thornhill;Zimbabwe
GWL;Gwalior;India
GWO;Greenwood Leflore;United States
GWT;Westerland Sylt;Germany
GWY;Galway;Ireland
GXF;Sayun International Airport;Yemen
GXG;Negage;Angola
GXQ;Teniente Vidal;Chile
GYD;Heydar Aliyev;Azerbaijan
GYE;Jose Joaquin De Olmedo Intl;Ecuador
GYI;Gisenyi;Rwanda
GYL;Argyle Airport;Australia
GYM;General Jose Maria Yanez Intl;Mexico
GYN;Santa Genoveva;Brazil
GYS;Guangyuan Airport;China
GZA;Yasser Arafat Intl;Palestine
GZM;Xewkija Heliport;Malta
GZO;Nusatupe Airport;Solomon Islands
GZT;Oguzeli;Turkey
HAA;Hasvik;Norway
HAC;Hachijojima;Japan
HAD;Halmstad;Sweden
HAH;Prince Said Ibrahim;Comoros
HAJ;Hannover;Germany
HAK;Meilan;China
HAM;Hamburg;Germany
HAN;Noibai Intl;Vietnam
HAQ;Hanimaadhoo Airport;Maldives
HAS;Hail;Saudi Arabia
HAU;Karmoy;Norway
HAV;Jose Marti Intl;Cuba
HBA;Hobart;Australia
HBE;Borg El Arab Intl;Egypt
HBR;Hobart Muni;United States
HBT;King Khaled Military City;Saudi Arabia
HBX;Hubli Airport;India
HCN;Hengchun Airport;Taiwan
HCR;Holy Cross Airport;United States
HCS;Rand;South Africa
HDD;Hyderabad Airport;Pakistan
HDF;Heringsdorf Airport;Germany
HDH;Dillingham;United States
HDN;Yampa Valley;United States
HDS;Hoedspruit Afb;South Africa
HDY;Hat Yai Intl;Thailand
HEA;Herat;Afghanistan
HEH;Heho;Burma
HEK;Heihe Airport;China
HEL;Helsinki Vantaa;Finland
HEM;Helsinki Malmi;Finland
HER;Nikos Kazantzakis;Greece
HET;Baita Airport;China
HFA;Haifa;Israel
HFD;Hartford Brainard;United States
HFE;Luogang;China
HFN;Hornafjordur;Iceland
HFS;Hagfors Airport;Sweden
HFT;Airport;Norway
HGA;Egal Intl;Somalia
HGD;Hughenden Airport;Australia
HGH;Xiaoshan;China
HGN;Mae Hong Son;Thailand
HGO;Korhogo;Cote d'Ivoire
HGU;Mount Hagen;Papua New Guinea
HHI;Wheeler Aaf;United States
HHN;Frankfurt Hahn;Germany
HHQ;Hua Hin;Thailand
HHR;Jack Northrop Fld Hawthorne Muni;United States
HIB;Chisholm Hibbing;United States
HID;Horn Island Airport;Australia
HIF;Hill Afb;United States
HIJ;Hiroshima;Japan
HIL;Shilavo Airport;Ethiopia
HIN;Sacheon Air Base;South Korea
HIR;Honiara International;Solomon Islands
HIS;Hayman Island Airport;Australia
HJR;Khajuraho;India
HKD;Hakodate;Japan
HKG;Hong Kong Intl;Hong Kong
HKK;Hokitika;New Zealand
HKN;Kimbe Airport;Papua New Guinea
HKT;Phuket Intl;Thailand
HKV;Uzundzhovo;Bulgaria
HKY;Hickory Rgnl;United States
HLA;Lanseria;South Africa
HLD;Dongshan;China
HLF;Hultsfred;Sweden
HLH;Ulanhot Airport;China
HLJ;Barysiai;Lithuania
HLN;Helena Rgnl;United States
HLP;Halim Perdanakusuma International Airport;Indonesia
HLR;Hood Aaf;United States
HLY;Anglesey Airport;United Kingdom
HLZ;Hamilton;New Zealand
HMA;Khanty Mansiysk Airport;Russia
HME;Oued Irara;Algeria
HMN;Holloman Afb;United States
HMO;General Ignacio P Garcia Intl;Mexico
HMV;Hemavan Airport;Sweden
HNA;Hanamaki;Japan
HND;Tokyo Intl;Japan
HNL;Honolulu Intl;United States
HNM;Hana;United States
HNS;Haines Airport;United States
HOB;Lea Co Rgnl;United States
HOD;Hodeidah Intl;Yemen
HOF;Al Ahsa Airport;Saudi Arabia
HOG;Frank Pais Intl;Cuba
HOI;Hao;French Polynesia
HOK;Hooker Creek Airport;Australia
HOM;Homer;United States
HON;Huron Rgnl;United States
HOP;Campbell Aaf;United States
HOQ;Hof Plauen;Germany
HOR;Horta;Portugal
HOT;Memorial Field;United States
HOU;William P Hobby;United States
HOV;Hovden;Norway
HOW;Howard;Panama
HPA;Lifuka Island Airport;Tonga
HPH;Cat Bi International Airport;Vietnam
HPN;Westchester Co;United States
HQM;Bowerman Field;United States
HRB;Taiping;China
HRE;Harare Intl;Zimbabwe
HRG;Hurghada Intl;Egypt
HRJ;Chaurjhari;Nepal
HRK;Osnova International Airport;Ukraine
HRL;Valley Intl;United States
HRM;Hassi R Mel;Algeria
HRO;Boone Co;United States
HRT;Hurlburt Fld;United States
HSG;Saga Airport;Japan
HSN;Zhoushan Airport;China
HST;Homestead Arb;United States
HSV;Huntsville International Airport-Carl T Jones Field;United States
HTA;Kadala;Russia
HTG;Khatanga Airport;Russia
HTI;Hamilton Island Airport;Australia
HTL;Roscommon Co;United States
HTN;Hotan;China
HTS;Tri State Milton J Ferguson Field;United States
HUA;Redstone Aaf;United States
HUE;Niue Intl;Niue
HUF;Terre Haute Intl Hulman Fld;United States
HUH;Huahine;French Polynesia
HUI;Phu Bai;Vietnam
HUL;Houlton Intl;United States
HUN;Hualien;Taiwan
HUU;Alferez Fap David Figueroa Fernandini Airport;Peru
HUV;Hudiksvall;Sweden
HUX;Bahias De Huatulco Intl;Mexico
HUY;Humberside;United Kingdom
HVA;Analalava;Madagascar
HVB;Hervey Bay Airport;Australia
HVD;Khovd Airport;Mongolia
HVG;Valan;Norway
HVN;Tweed-New Haven Airport;United States
HVR;Havre City Co;United States
HWO;North Perry;United States
HYA;Barnstable Muni Boardman Polando Fld;United States
HYD;Hyderabad;India
HYN;Huangyan Luqiao Airport;China
HZG;Hanzhong Airport;China
HZK;Husavik;Iceland
IAA;Igarka Airport;Russia
IAB;Mc Connell Afb;United States
IAD;Washington Dulles Intl;United States
IAG;Niagara Falls Intl;United States
IAH;George Bush Intcntl Houston;United States
IAM;In Amenas;Algeria
IAS;Iasi;Romania
IBA;Ibadan;Nigeria
IBE;Perales;Colombia
IBZ;Ibiza;Spain
ICI;Cicia Airport;Fiji
ICN;Incheon Intl;South Korea
ICT;Wichita Mid Continent;United States
IDA;Idaho Falls Rgnl;United States
IDR;Devi Ahilyabai Holkar;India
IEG;Babimost;Poland
IEO;Aioun El Atrouss;Mauritania
IEV;Zhuliany Intl;Ukraine
IFJ;Isafjordur;Iceland
IFN;Esfahan Shahid Beheshti Intl;Iran
IFO;Ivano Frankivsk International Airport;Ukraine
IFP;Laughlin Bullhead International Airport;United States
IGA;Matthew Town;Bahamas
IGL;Cigli;Turkey
IGM;Kingman Airport;United States
IGR;Cataratas Del Iguazu;Argentina
IGU;Cataratas Intl;Brazil
IHU;Ihu Airport;Papua New Guinea
IIS;Nissan Island Airport;Papua New Guinea
IJK;Izhevsk Airport;Russia
IKA;Imam Khomeini;Iran
IKI;Iki;Japan
IKK;Greater Kankakee;United States
IKR;Albuquerque Intl Sunport;United States
IKS;Tiksi Airport;Russia
IKT;Irkutsk;Russia
ILG;New Castle;United States
ILI;Iliamna;United States
ILM;Wilmington Intl;United States
ILO;Iloilo;Philippines
ILR;Ilorin;Nigeria
ILY;Islay;United Kingdom
IMF;Imphal;India
IMK;Simikot;Nepal
IMP;Prefeito Renato Moreira;Brazil
INC;Yinchuan;China
IND;Indianapolis Intl;United States
ING;Lago Argentino Airport;Argentina
INH;Inhambane;Mozambique
INI;Nis;Serbia
INJ;Hillsboro Muni;United States
INK;Winkler Co;United States
INL;Falls Intl;United States
INN;Innsbruck;Austria
INO;Inongo Airport;Congo (Kinshasa)
INS;Creech Afb;United States
INT;Smith Reynolds;United States
INU;Nauru Intl;Nauru
INV;Inverness;United Kingdom
INZ;In Salah;Algeria
IOA;Ioannina;Greece
IOM;Isle Of Man;Isle of Man
IOS;Ilheus;Brazil
IPA;Ipota Airport;Vanuatu
IPC;Mataveri Intl;Chile
IPH;Sultan Azlan Shah;Malaysia
IPI;San Luis;Colombia
IPL;Imperial Co;United States
IPN;Usiminas;Brazil
IPT;Williamsport Rgnl;United States
IQM;Qiemo Airport;China
IQN;Qingyang Airport;China
IQQ;Diego Aracena Intl;Chile
IQT;Coronel Francisco Secada Vignetta Intl;Peru
IRA;Ngorangora Airport;Solomon Islands
IRD;Ishurdi;Bangladesh
IRG;Lockhart River Airport;Australia
IRI;Iringa;Tanzania
IRJ;La Rioja;Argentina
IRK;Kirksville Regional Airport;United States
IRP;Matari;Congo (Kinshasa)
ISA;Mount Isa;Australia
ISB;Chaklala;Pakistan
ISC;ISLES OF SCILLY;United Kingdom
ISG;Ishigaki;Japan
ISJ;Isla Mujeres;Mexico
ISK;Nasik Road;India
ISN;Sloulin Fld Intl;United States
ISP;Long Island Mac Arthur;United States
IST;Ataturk;Turkey
ITH;Ithaca Tompkins Rgnl;United States
ITM;Osaka Intl;Japan
ITO;Hilo Intl;United States
IUE;Niue International Airport;Niue
IVA;Ambanja Airport;Madagascar
IVC;Invercargill;New Zealand
IVL;Ivalo;Finland
IWA;Yuzhny;Russia
IWJ;Iwami Airport;Japan
IWO;Iwo Jima;Japan
IWS;West Houston;United States
IXA;Agartala;India
IXB;Bagdogra;India
IXC;Chandigarh;India
IXD;Allahabad;India
IXE;Mangalore;India
IXG;Belgaum;India
IXH;Kailashahar;India
IXI;Lilabari;India
IXJ;Jammu;India
IXK;Keshod;India
IXL;Leh;India
IXM;Madurai;India
IXP;Pathankot;India
IXR;Birsa Munda;India
IXS;Silchar;India
IXU;Aurangabad;India
IXW;Jamshedpur;India
IXY;Kandla;India
IXZ;Port Blair;India
IZO;Izumo;Japan
JAA;Jalalabad;Afghanistan
JAC;Jackson Hole Airport;United States
JAD;Perth Jandakot;Australia
JAF;Kankesanturai;Sri Lanka
JAI;Jaipur;India
JAL;Lencero Airport;Mexico
JAN;Jackson Evers Intl;United States
JAQ;Jacquinot Bay Airport;Papua New Guinea
JAT;Jabot Airport;Marshall Islands
JAV;Ilulissat;Greenland
JAX;Jacksonville Intl;United States
JBQ;Dr Joaquin Balaguer International Airport;Dominican Republic
JBR;Jonesboro Muni;United States
JCA;Croisette Heliport;France
JCH;Qasigiannguit;Greenland
JCK;Julia Creek Airport;Australia
JCU;Ceuta Heliport;Spain
JDF;Francisco De Assis;Brazil
JDH;Jodhpur;India
JDO;Orlando Bezerra de Menezes Airport;Brazil
JDZ;Jingdezhen Airport;China
JED;King Abdulaziz Intl;Saudi Arabia
JEE;Jeremie Airport;Haiti
JEG;Aasiaat;Greenland
JEJ;Jeh Airport;Marshall Islands
JER;Jersey;Jersey
JFK;John F Kennedy Intl;United States
JFR;Paamiut Heliport;Greenland
JGA;Jamnagar;India
JGO;Qeqertarsuaq Heliport;Greenland
JGR;Groennedal Heliport;Greenland
JHB;Sultan Ismail;Malaysia
JHG;Jinghong;China
JHM;Kapalua;United States
JHS;Sisimiut Airport;Greenland
JIB;Ambouli International Airport;Djibouti
JIK;Ikaria;Greece
JIM;Jimma;Ethiopia
JIU;Jiujiang Lushan Airport;China
JIW;Jiwani Airport;Pakistan
JJI;Juanjui;Peru
JJN;Quanzhou Airport;China
JJU;Qaqortoq Heliport;Greenland
JKG;Jonkoping;Sweden
JKL;Kalymnos Island;Greece
JLD;Landskrona;Sweden
JLN;Joplin Rgnl;United States
JLR;Jabalpur;India
JMK;Mikonos;Greece
JMO;Jomsom;Nepal
JMS;Jamestown Regional Airport;United States
JMU;Jiamusi Airport;China
JNB;Johannesburg Intl;South Africa
JNN;Nanortalik Heliport;Greenland
JNS;Narsaq Heliport;Greenland
JNU;Juneau Intl;United States
JNX;Naxos;Greece
JNZ;Jinzhou Airport;China
JOE;Joensuu;Finland
JOG;Adi Sutjipto;Indonesia
JOI;Lauro Carneiro De Loyola;Brazil
JOK;Yoshkar-Ola Airport;Russia
JOL;Jolo Airport;Philippines
JON;Johnston Atoll;Johnston Atoll
JOS;Yakubu Gowon;Nigeria
JPA;Presidente Castro Pinto;Brazil
JQA;Qaarsut Airport;Greenland
JRB;Wall Street Heliport;United States
JRH;Jorhat;India
JRO;Kilimanjaro Intl;Tanzania
JSA;Jaisalmer;India
JSH;Sitia;Greece
JSI;Alexandros Papadiamantis;Greece
JSR;Jessore;Bangladesh
JST;John Murtha Johnstown-Cambria County Airport;United States
JSU;Maniitsoq Airport;Greenland
JSY;Syros Airport;Greece
JTR;Santorini;Greece
